,id,sex,sizeCurrent,sizeGroup,ageGroup,ageString,breedString,colorDetails,vocalLevel,sheddingLevel,energyLevel,exerciseNeeds,isSpecialNeeds,isCurrentVaccinations,isDeclawed,isHousetrained,isKidsOk,adultSexesOk,obedienceTraining,ownerExperience,newPeopleReaction,pictureCount,videoCount,adoptedDate,availableDate,length_of_stay
42279,10809221,Female,,,,7 Years 9 Months,Tuxedo,,,,,,False,,False,True,True,,,,,2,0,2016-12-10 00:00:00+00:00,2016-11-25 00:00:00+00:00,15.0
42329,10810490,Female,,,Young,7 Years 3 Months,Domestic Short Hair,,,,,,False,True,False,True,,,,,,2,0,2016-12-21 00:00:00+00:00,2016-11-13 00:00:00+00:00,38.0
42388,10811410,Female,9.0,,Adult,9 Years 7 Months,Domestic Short Hair (short coat),,,,,,False,True,False,,,,,,,4,0,2023-11-21 00:00:00+00:00,2023-06-11 00:00:00+00:00,163.0
42392,10811419,Male,4.0,,Young,9 Years 7 Months,Domestic Short Hair (short coat),,,,,,False,True,False,,,,,,,1,0,2016-12-17 00:00:00+00:00,2016-11-21 00:00:00+00:00,26.0
42398,10811427,Male,4.0,,Young,9 Years 7 Months,Domestic Short Hair (short coat),,,,,,False,True,False,,,,,,,1,0,2016-12-31 00:00:00+00:00,2016-11-21 00:00:00+00:00,40.0
42400,10811433,Male,4.0,,Young,9 Years 7 Months,Domestic Short Hair (short coat),white spot on chest,,,,,False,True,False,,,,,,,2,0,2017-01-08 00:00:00+00:00,2016-11-21 00:00:00+00:00,48.0
42404,10811441,Male,4.0,,Young,9 Years 7 Months,Domestic Short Hair (short coat),white spot on chest,,,,,False,True,False,,,,,,,2,0,2016-12-31 00:00:00+00:00,2016-11-21 00:00:00+00:00,40.0
42420,10811637,Female,1.9700000286102293,Medium,,6 Years 2 Months,Domestic Short Hair,gray with white,,,,,,,,,,,,,,0,0,2016-12-06 00:00:00+00:00,2016-11-17 00:00:00+00:00,19.0
42421,10811642,Female,1.649999976158142,Medium,,6 Years 2 Months,Domestic Short Hair,white/grey,,,,,,,,,,,,,,0,0,2016-12-06 00:00:00+00:00,2016-11-17 00:00:00+00:00,19.0
42423,10811650,Male,2.690000057220459,Medium,Young,6 Years 2 Months,Domestic Short Hair (short coat),white with tabby,,,,,,,,,,,,,,0,0,2016-11-30 00:00:00+00:00,2016-11-17 00:00:00+00:00,13.0
42424,10811673,Male,2.0899999141693115,Medium,Young,6 Years 2 Months,Domestic Short Hair (short coat),Black with white,,,,,,,,,,,,,,0,0,2016-12-22 00:00:00+00:00,2016-11-17 00:00:00+00:00,35.0
42425,10811680,Male,10.5600004196167,Large,Adult,,Domestic Short Hair (short coat),,,,,,,,,,,,,,,1,0,2016-12-22 00:00:00+00:00,2016-11-15 00:00:00+00:00,37.0
42436,10811789,Female,,,Adult,,Tuxedo (short coat),,Quiet,,,,,,,,,,,,Friendly,1,0,2017-02-10 00:00:00+00:00,2017-01-05 00:00:00+00:00,36.0
42440,10811803,Male,,Medium,Baby,6 Years 1 Month,Domestic Short Hair / Mixed (medium coat),Black,,,,,False,,False,,,,,,,1,0,2017-02-03 00:00:00+00:00,2017-01-04 00:00:00+00:00,30.0
42441,10811810,Male,5.800000190734863,Medium,Young,6 Years 1 Month,Domestic Short Hair / Mixed (short coat),solid black,Some,,Moderate,Low,False,,False,,,,,,Friendly,2,0,2017-03-04 00:00:00+00:00,2017-02-23 00:00:00+00:00,9.0
42442,10811814,Male,,,Adult,7 Years 11 Months,Domestic Short Hair (short coat),,,,,,,True,,,True,All,,,Friendly,1,0,2017-01-05 00:00:00+00:00,2016-12-13 00:00:00+00:00,23.0
42443,10811828,Male,,,Adult,,Tabby (short coat),,,,,,,,,,,,,,Friendly,0,0,2016-12-04 00:00:00+00:00,2016-11-25 00:00:00+00:00,9.0
42444,10811949,Female,,,Baby,,Domestic Short Hair (short coat),,,,,,,,,True,,All,,,Friendly,1,0,2016-12-21 00:00:00+00:00,2016-12-13 00:00:00+00:00,8.0
42446,10811955,Male,,,Adult,,Tabby / Mixed (short coat),,,,,,,,,True,,,,,Friendly,1,0,2016-12-20 00:00:00+00:00,2016-12-13 00:00:00+00:00,7.0
42447,10811973,Male,,,Adult,6 Years 11 Months,Maine Coon / Domestic Long Hair / Mixed (long coat),,Quiet,Moderate,Moderate,Moderate,False,True,True,True,True,All,,,Friendly,1,0,2016-12-30 00:00:00+00:00,2016-11-29 00:00:00+00:00,31.0
42448,10811975,Female,,,Adult,,Domestic Long Hair / Mixed (long coat),,,,,,,True,,,,,,,,0,0,2016-12-16 00:00:00+00:00,2016-12-16 00:00:00+00:00,0.0
42449,10811977,Female,,Medium,Young,6 Years 5 Months,Domestic Short Hair (short coat),,Quiet,,Moderate,Moderate,False,,False,True,True,All,,,Friendly,1,0,2017-01-13 00:00:00+00:00,2016-12-06 00:00:00+00:00,38.0
42450,10811979,Female,,,Baby,8 Years 4 Months,Domestic Short Hair (short coat),,,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,Friendly,2,0,2016-12-07 00:00:00+00:00,2016-11-25 00:00:00+00:00,12.0
42451,10811984,Male,,,Baby,8 Years 4 Months,Domestic Short Hair (short coat),,,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,Friendly,2,0,2016-12-07 00:00:00+00:00,2016-11-25 00:00:00+00:00,12.0
42469,10812432,Female,,,Young,7 Years 7 Months,Maine Coon (medium coat),,,,,,,True,False,True,,All,,,,2,0,2016-12-27 00:00:00+00:00,2016-11-30 00:00:00+00:00,27.0
42497,10812507,Male,7.539999961853027,Large,Young,6 Years 5 Months,Domestic Medium Hair (medium coat),,,,,,,,,,,,,,,0,0,2016-11-23 00:00:00+00:00,2016-11-18 00:00:00+00:00,5.0
42498,10812513,Male,,Medium,Young,,Domestic Short Hair (short coat),,,,,,,,,,,,,,,0,0,2016-11-23 00:00:00+00:00,2016-11-18 00:00:00+00:00,5.0
42499,10812571,Female,,Medium,Young,,Domestic Short Hair (short coat),,,,,,,,,,,,,,,0,0,2016-11-23 00:00:00+00:00,2016-11-18 00:00:00+00:00,5.0
42502,10812713,Female,,Medium,Young,,Domestic Short Hair (short coat),Black with white on chest,,,,,,,,,,,,,,0,0,2016-11-23 00:00:00+00:00,2016-11-18 00:00:00+00:00,5.0
42503,10812719,Female,,Medium,Adult,,Domestic Short Hair (short coat),,,,,,,,,,,,,,,0,0,2016-11-23 00:00:00+00:00,2016-11-18 00:00:00+00:00,5.0
42504,10812734,Male,6.380000114440918,Medium,Young,7 Years,Domestic Medium Hair / Maine Coon / Mixed (medium coat),,Some,Moderate,High,Moderate,False,,False,,True,All,,Species,Friendly,1,0,2017-01-13 00:00:00+00:00,2016-11-29 00:00:00+00:00,45.0
42506,10812737,Female,8.0,Medium,Adult,7 Years 3 Months,Tabby / Domestic Short Hair / Mixed (short coat),,,,,,False,True,False,True,True,All,,,Friendly,2,0,2017-01-08 00:00:00+00:00,2016-11-19 00:00:00+00:00,50.0
42509,10812773,Male,,Medium,Young,6 Years 3 Months,Domestic Short Hair (short coat),Orange tabby with white,,,,,,,,,,,,,,0,0,2016-11-23 00:00:00+00:00,2016-11-19 00:00:00+00:00,4.0
42514,10813137,Female,,,Young,7 Years 7 Months,Maine Coon (medium coat),Main Coon mix,,,,,,True,False,True,,All,,,,1,0,2016-12-07 00:00:00+00:00,2016-11-30 00:00:00+00:00,7.0
42515,10813143,Female,,Medium,Young,,Domestic Short Hair (short coat),Black and tan tabby with white,,,,,,,,,,,,,,0,0,2016-11-23 00:00:00+00:00,2016-11-19 00:00:00+00:00,4.0
42516,10813155,Male,,Medium,Young,,Domestic Short Hair (short coat),white with tabby,,,,,,,,,,,,,,0,0,2016-11-23 00:00:00+00:00,2016-11-19 00:00:00+00:00,4.0
42517,10813167,Female,,Small,Young,9 Years 8 Months,Calico / Mixed,,,,,,False,,False,True,True,,,,,1,0,2016-12-17 00:00:00+00:00,2016-11-30 00:00:00+00:00,17.0
42518,10813188,Male,,Medium,Young,,Domestic Short Hair (short coat),white with tabby,,,,,,,,,,,,,,0,0,2016-11-23 00:00:00+00:00,2016-11-19 00:00:00+00:00,4.0
42519,10813190,Female,,Medium,Young,,Domestic Short Hair (short coat),,,,,,,,,,,,,,,0,0,2016-11-23 00:00:00+00:00,2016-11-19 00:00:00+00:00,4.0
42520,10813219,Male,6.0,Medium,Baby,9 Years,Domestic Short Hair / Mixed,,Quiet,,Moderate,Low,False,True,False,True,True,All,Has Basic Training,,Friendly,2,0,2016-12-04 00:00:00+00:00,2016-12-03 00:00:00+00:00,1.0
42521,10813222,Male,4.5,Medium,Baby,8 Years 11 Months,Domestic Short Hair / Mixed,,Quiet,,Moderate,Low,False,True,False,True,True,All,Has Basic Training,,Friendly,5,0,2017-01-07 00:00:00+00:00,2016-12-10 00:00:00+00:00,28.0
42522,10813235,Female,3.5,Medium,Baby,8 Years 11 Months,Domestic Short Hair / Mixed,,Quiet,,Moderate,Low,False,True,False,True,True,All,Has Basic Training,,Friendly,8,3,2017-01-07 00:00:00+00:00,2016-12-10 00:00:00+00:00,28.0
42526,10813284,Male,13.0,Large,Adult,12 Years 4 Months,Russian Blue / Domestic Short Hair / Mixed,,Quiet,,Moderate,Low,False,True,False,True,True,All,Has Basic Training,,Friendly,3,0,2017-02-17 00:00:00+00:00,2016-12-31 00:00:00+00:00,48.0
42528,10813386,Female,7.0,Medium,Young,10 Years 10 Months,Domestic Short Hair / Mixed,,Quiet,,Moderate,Low,False,True,False,True,True,All,Has Basic Training,,Friendly,2,0,2016-12-03 00:00:00+00:00,2016-12-03 00:00:00+00:00,0.0
42531,10813521,Male,8.0,Medium,Adult,10 Years 7 Months,Maine Coon / Domestic Medium Hair / Mixed,,Quiet,,Moderate,Low,False,True,False,True,True,All,Has Basic Training,,Friendly,2,1,2016-12-04 00:00:00+00:00,2016-12-03 00:00:00+00:00,1.0
42545,10813610,Male,,Medium,Young,7 Years,Domestic Short Hair (short coat),,,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,,2,0,2016-11-27 00:00:00+00:00,2016-11-23 00:00:00+00:00,4.0
42546,10813620,Female,,Medium,Adult,8 Years 11 Months,Domestic Short Hair / Calico (short coat),,,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,Friendly,1,0,2016-12-04 00:00:00+00:00,2016-11-24 00:00:00+00:00,10.0
42595,10814077,Male,,Small,Baby,,Tabby / Domestic Short Hair / Mixed (short coat),with white,,,,,,,,True,,,,,,3,0,2016-12-13 00:00:00+00:00,2016-11-21 00:00:00+00:00,22.0
42600,10814284,,7.0,Small,Young,8 Years 8 Months,Domestic Short Hair,,,,,,False,True,,True,,,,,,3,0,2017-07-03 00:00:00+00:00,2016-11-20 00:00:00+00:00,225.0
42601,10814298,Female,,Medium,Young,6 Years 7 Months,Domestic Short Hair (short coat),,,,,,False,,,,,,,,,7,0,2017-02-06 00:00:00+00:00,2017-01-27 00:00:00+00:00,10.0
42611,10814404,Female,,Medium,Young,8 Years 8 Months,Domestic Short Hair (short coat),,,Moderate,Moderate,,False,True,False,True,True,All,,,Friendly,4,0,2017-05-11 00:00:00+00:00,2016-11-20 00:00:00+00:00,172.0
42612,10814418,Male,,Large,Senior,14 Years,Domestic Short Hair / Tabby / Mixed (short coat),Buff/Light Orange,,,,,False,True,False,,,,,,,2,0,2018-11-11 00:00:00+00:00,2016-11-22 00:00:00+00:00,719.0
42613,10814420,Male,,,Senior,14 Years,Domestic Short Hair / Tabby / Mixed (short coat),,,,,,False,True,False,,,,,,,4,0,2018-11-11 00:00:00+00:00,2016-11-22 00:00:00+00:00,719.0
42614,10814425,Female,10.0,Medium,Adult,10 Years 6 Months,Russian Blue / Domestic Short Hair / Mixed (short coat),blue,,,,,False,True,False,True,True,,,,,1,1,2016-12-31 00:00:00+00:00,2016-11-21 00:00:00+00:00,40.0
42615,10814439,Male,,,,8 Years 7 Months,Norwegian Forest Cat,,,,,,False,,False,,True,,,,,5,0,2016-12-03 00:00:00+00:00,2016-11-25 00:00:00+00:00,8.0
42616,10814440,Male,,,,7 Years 9 Months,Domestic Short Hair / Mixed,Buff,,,,,False,,,,,,,,,2,0,2016-12-10 00:00:00+00:00,2016-11-22 00:00:00+00:00,18.0
42617,10814442,Male,,,,7 Years 9 Months,Manx / Domestic Short Hair,Orange,,,,,False,,,,,,,,,2,0,2016-12-17 00:00:00+00:00,2016-11-22 00:00:00+00:00,25.0
42618,10814611,Female,,Medium,Adult,10 Years 6 Months,Domestic Short Hair / Tabby,Brown and gold fur,Some,Moderate,,,False,True,False,,True,,,,Friendly,2,0,2016-11-25 00:00:00+00:00,2016-11-22 00:00:00+00:00,3.0
42619,10814615,Female,,Medium,Young,8 Years 6 Months,Domestic Short Hair / Tabby,White with brown tabby markings,Some,,,,,True,,,True,,,,Friendly,2,0,2016-12-20 00:00:00+00:00,2016-12-13 00:00:00+00:00,7.0
42622,10814628,Male,,,Young,8 Years 1 Month,Domestic Short Hair (short coat),,,,,,False,True,,True,,,,,,0,0,2016-11-19 00:00:00+00:00,2016-10-01 00:00:00+00:00,49.0
42623,10814637,Female,5.0,Small,Adult,6 Years 11 Months,Domestic Short Hair / Mixed,,,,,,False,,,True,False,All,,,,9,0,2017-04-25 00:00:00+00:00,2017-01-01 00:00:00+00:00,114.0
42624,10814640,Female,,Medium,Adult,,Domestic Short Hair (short coat),Black with white,,,,,,,,,,,,,,0,0,2016-11-23 00:00:00+00:00,2016-11-18 00:00:00+00:00,5.0
42625,10814642,Female,,Medium,Young,,Domestic Short Hair (short coat),,,,,,,,,,,,,,,0,0,2016-11-23 00:00:00+00:00,2016-11-18 00:00:00+00:00,5.0
42626,10814645,Male,,Medium,Young,,Domestic Short Hair (short coat),Black with white,,,,,,,,,,,,,,0,0,2016-11-23 00:00:00+00:00,2016-11-18 00:00:00+00:00,5.0
42637,10814800,Female,,Medium,Young,6 Years 6 Months,Domestic Short Hair / Mixed (short coat),,,,Moderate,Low,False,True,False,True,True,All,,,Friendly,1,0,2016-12-04 00:00:00+00:00,2016-11-14 00:00:00+00:00,20.0
42639,10814816,Female,,Medium,Baby,6 Years 2 Months,Domestic Medium Hair / Tabby / Mixed (medium coat),fluffy orange tabby,Some,,Moderate,Low,,,False,,,,,,Friendly,0,0,2016-11-21 00:00:00+00:00,2016-11-21 00:00:00+00:00,0.0
42660,1081527,Female,8.0,,Adult,15 Years 11 Months,Tabby - Orange (short coat),Orange Tabby,,,,,,True,,True,True,,,,Friendly,1,0,2008-12-13 00:00:00+00:00,2008-12-06 00:00:00+00:00,7.0
42662,10815278,Female,,Medium,Senior,14 Years 1 Month,Domestic Short Hair (short coat),Blonde Tabby,,,,,False,True,False,True,False,,,,,2,0,2017-05-13 00:00:00+00:00,2016-11-22 00:00:00+00:00,172.0
42668,10815328,Male,,Large,Adult,13 Years 8 Months,Maine Coon (long coat),Brown tabby,,,,,False,True,False,True,True,,,,,4,0,2017-05-06 00:00:00+00:00,2016-11-22 00:00:00+00:00,165.0
42672,10815394,Male,,Medium,Adult,10 Years,Domestic Long Hair / Mixed (long coat),solid long hair gray,,,,Low,False,,False,True,,All,,,Friendly,2,0,2016-12-12 00:00:00+00:00,2016-11-07 00:00:00+00:00,35.0
42692,10815770,Female,,,,6 Years 3 Months,Domestic Short Hair,,,,,,,,,,,,,,,0,0,2016-12-09 00:00:00+00:00,2016-10-14 00:00:00+00:00,56.0
42693,10815771,Female,,,,9 Years 6 Months,Domestic Short Hair,Tiger,,,,,,,,,,,,,,0,0,2016-12-29 00:00:00+00:00,2016-10-14 00:00:00+00:00,76.0
42694,10815772,Male,,,,6 Years 3 Months,Domestic Short Hair,Tiger,,,,,,,,,,,,,,0,0,2016-12-09 00:00:00+00:00,2016-10-14 00:00:00+00:00,56.0
42722,10816972,Female,,Medium,Young,7 Years 3 Months,Domestic Long Hair / Mixed (long coat),solid gray,Some,Moderate,Moderate,Low,True,,False,True,True,All,,,Friendly,2,0,2017-08-19 00:00:00+00:00,2016-11-14 00:00:00+00:00,278.0
42730,10817282,Male,,,Young,6 Years 6 Months,Maine Coon / Domestic Medium Hair / Mixed,,,,,,False,True,False,True,,,,,,4,0,2017-01-28 00:00:00+00:00,2016-11-29 00:00:00+00:00,60.0
42756,10817666,Female,,,,8 Years 1 Month,Persian,,,,,,False,,False,,True,,,,,4,0,2016-12-23 00:00:00+00:00,2016-11-28 00:00:00+00:00,25.0
42783,10817784,Female,1.2699999809265137,Medium,Baby,6 Years 2 Months,Domestic Short Hair / Tabby / Mixed (long coat),Torbie,,Moderate,Moderate,Moderate,False,True,False,True,,All,,,Friendly,3,0,2016-12-16 00:00:00+00:00,2016-12-09 00:00:00+00:00,7.0
42784,10817785,Female,,Medium,Baby,6 Years 2 Months,Domestic Long Hair / Tuxedo / Mixed (long coat),Black and white,,Moderate,Moderate,Moderate,False,True,False,True,,All,,,Friendly,3,0,2016-12-10 00:00:00+00:00,2016-12-09 00:00:00+00:00,1.0
42786,10817787,Female,1.399999976158142,Medium,Baby,6 Years 2 Months,Domestic Short Hair / Mixed (short coat),Black,,Moderate,Moderate,Moderate,False,True,False,True,,All,,,Friendly,3,0,2016-12-16 00:00:00+00:00,2016-12-09 00:00:00+00:00,7.0
42796,10817972,Female,,,Baby,7 Years 7 Months,Domestic Short Hair (short coat),,,,,,False,,False,,,,,,Friendly,3,0,2016-12-16 00:00:00+00:00,2016-11-22 00:00:00+00:00,24.0
42812,10818471,Male,9.300000190734863,,Young,9 Years 1 Month,Domestic Short Hair (short coat),Orange Tabby and White,,,Moderate,,False,True,False,,True,All,,Species,Friendly,2,0,2017-01-07 00:00:00+00:00,2016-11-25 00:00:00+00:00,43.0
42823,10818644,Female,8.0,Small,Adult,9 Years 1 Month,Tabby / Domestic Long Hair / Mixed,,,,,,,,,,,,,,,3,0,2017-01-07 00:00:00+00:00,2016-11-28 00:00:00+00:00,40.0
42825,10818670,Female,3.0,Small,Baby,6 Years 3 Months,Domestic Short Hair / Tabby / Mixed,,,,,,,,,,,,,,,1,0,2016-11-27 00:00:00+00:00,2016-11-22 00:00:00+00:00,5.0
42826,10818676,Female,3.0,Small,Baby,6 Years 3 Months,Domestic Short Hair / Tabby / Mixed,,,,,,,,,,,,,,,1,0,2016-11-27 00:00:00+00:00,2016-11-22 00:00:00+00:00,5.0
42827,10818678,Female,3.0,Small,Baby,6 Years 4 Months,Domestic Short Hair / Mixed,,,,,,,,,,,,,,,1,0,2016-12-10 00:00:00+00:00,2016-11-28 00:00:00+00:00,12.0
42828,10818697,Female,3.0,Small,Baby,6 Years 3 Months,Domestic Medium Hair / Mixed,,,,,,,,,,,,,,,1,0,2016-12-10 00:00:00+00:00,2016-11-28 00:00:00+00:00,12.0
42840,1081875,Male,,Medium,,17 Years 2 Months,Domestic Short Hair / Tabby,,,,,,False,True,,True,,,,,Friendly,3,0,2009-05-22 00:00:00+00:00,2008-12-07 00:00:00+00:00,166.0
42845,10818953,Male,,Medium,Baby,6 Years 4 Months,Domestic Long Hair / Mixed (long coat),,,,Moderate,Low,False,,False,True,True,All,,,,0,0,2016-12-12 00:00:00+00:00,2016-11-14 00:00:00+00:00,28.0
42874,10819333,Female,,,,7 Years 11 Months,Siamese,,,,,,False,,False,,True,,,,,1,0,2016-12-10 00:00:00+00:00,2016-11-23 00:00:00+00:00,17.0
42876,10819338,Female,,Medium,Adult,11 Years 4 Months,Domestic Medium Hair (medium coat),,,,Moderate,Moderate,False,True,False,True,True,All,,,Friendly,2,0,2016-11-26 00:00:00+00:00,2016-10-15 00:00:00+00:00,42.0
42878,10819346,Female,,Medium,Baby,7 Years 10 Months,Domestic Long Hair (long coat),,,Moderate,,,False,True,False,True,True,All,,,,1,0,2016-12-22 00:00:00+00:00,2016-11-29 00:00:00+00:00,23.0
42889,10819370,Male,,Medium,Baby,7 Years 10 Months,Domestic Long Hair (long coat),,,Moderate,Moderate,,False,True,False,True,True,All,,,Friendly,1,0,2016-12-22 00:00:00+00:00,2016-11-29 00:00:00+00:00,23.0
42893,10819451,Female,,Medium,Baby,7 Years 10 Months,Domestic Long Hair (long coat),,,Moderate,,,False,True,False,,True,All,,,Friendly,3,0,2016-12-22 00:00:00+00:00,2016-11-29 00:00:00+00:00,23.0
42907,10819820,Female,7.0,Medium,Adult,8 Years 10 Months,Domestic Short Hair / Mixed (short coat),Tortie - Black & Orange,,,,,False,True,False,True,,,,,,8,0,2016-12-23 00:00:00+00:00,2016-11-23 00:00:00+00:00,30.0
42913,10819844,Female,,Small,Young,8 Years 1 Month,Domestic Short Hair / Mixed (short coat),Black,,,,,False,True,False,True,,,,,,6,0,2017-01-15 00:00:00+00:00,2016-11-28 00:00:00+00:00,48.0
42917,10819855,Female,,Small,Young,8 Years 1 Month,Domestic Short Hair / Mixed (short coat),Tortie - Black & Orange,,,,,False,True,False,True,,,,,,7,0,2017-01-08 00:00:00+00:00,2016-11-28 00:00:00+00:00,41.0
42918,10819860,Female,,Small,Young,8 Years 1 Month,Domestic Short Hair / Mixed (short coat),Tortie - Black & Orange,,,,,False,True,False,True,,,,,,12,0,2017-05-20 00:00:00+00:00,2016-11-28 00:00:00+00:00,173.0
42920,10819869,Male,,Small,Young,8 Years 1 Month,Domestic Short Hair / Mixed (short coat),Black,,,,,False,True,False,True,,,,,,6,0,2016-12-26 00:00:00+00:00,2016-11-28 00:00:00+00:00,28.0
42988,10821935,Female,,Medium,Adult,17 Years 10 Months,Siamese / Mixed (long coat),Seal Point,,,,,False,True,True,True,,,,,,5,0,2017-01-14 00:00:00+00:00,2016-11-24 00:00:00+00:00,51.0
42991,10821939,Female,,Medium,Young,8 Years 8 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,True,,,,,1,0,2016-12-09 00:00:00+00:00,2016-11-24 00:00:00+00:00,15.0
43017,10823899,Female,,Medium,Adult,14 Years 6 Months,Maine Coon / Mixed (medium coat),,,,,,False,True,False,True,True,All,,,,1,0,2017-03-04 00:00:00+00:00,2016-11-24 00:00:00+00:00,100.0
43019,10823937,Female,,,,6 Years 3 Months,Domestic Short Hair,Tiger,,,,,,,,,,,,,,0,0,2016-12-14 00:00:00+00:00,2016-10-14 00:00:00+00:00,61.0
43031,10824104,Male,,Large,Baby,6 Years 2 Months,Maine Coon / Mixed (long coat),,Lots,,,,False,True,False,True,True,All,,,,2,0,2016-12-20 00:00:00+00:00,2016-12-06 00:00:00+00:00,14.0
43071,10824483,Male,,Medium,Baby,6 Years 6 Months,Domestic Short Hair (short coat),,Some,,Moderate,Moderate,False,,False,True,True,All,,,Friendly,1,0,2016-12-31 00:00:00+00:00,2016-12-05 00:00:00+00:00,26.0
43072,10824486,Male,3.0,Small,Baby,8 Years,Domestic Short Hair (short coat),,,,,,False,True,False,True,True,,,,,3,0,2017-01-21 00:00:00+00:00,2017-01-21 00:00:00+00:00,0.0
43073,10824488,Female,,Medium,Young,7 Years 1 Month,Domestic Short Hair (short coat),,Some,,Moderate,Moderate,False,,False,True,True,All,,,Friendly,1,0,2017-02-11 00:00:00+00:00,2016-10-20 00:00:00+00:00,114.0
43085,10824972,Female,6.0,Medium,Baby,9 Years 1 Month,Domestic Short Hair / Mixed,,Some,,Moderate,,False,True,False,True,True,All,Has Basic Training,,Friendly,2,0,2016-11-28 00:00:00+00:00,2016-11-11 00:00:00+00:00,17.0
43092,10825205,Male,,,,7 Years 9 Months,Domestic Short Hair,,,,,,False,,False,,True,,,,,1,0,2016-12-03 00:00:00+00:00,2016-11-29 00:00:00+00:00,4.0
43113,10825842,Female,,Medium,Baby,6 Years 7 Months,Tabby (short coat),With white,Some,,Moderate,Moderate,False,,False,True,True,All,,,Friendly,1,0,2016-12-06 00:00:00+00:00,2016-11-24 00:00:00+00:00,12.0
43360,10826686,Male,,,,6 Years 3 Months,Domestic Short Hair,Gray Tabby,,,,,False,,False,True,,,,,,0,0,2016-11-26 00:00:00+00:00,2016-11-23 00:00:00+00:00,3.0
43386,10826972,Male,,,,6 Years 7 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,True,,,,,1,0,2016-12-26 00:00:00+00:00,2016-11-26 00:00:00+00:00,30.0
43387,10826973,Male,,,,6 Years 7 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,True,,,,,1,0,2017-01-26 00:00:00+00:00,2016-11-26 00:00:00+00:00,61.0
43389,10826978,Male,,,,6 Years 7 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,True,,,,,3,0,2017-01-26 00:00:00+00:00,2016-11-26 00:00:00+00:00,61.0
43390,10826993,Female,,,Young,6 Years 5 Months,Tuxedo (short coat),,,,,,False,True,False,True,True,,,,,5,0,2017-04-08 00:00:00+00:00,2016-11-26 00:00:00+00:00,133.0
43393,10827282,Male,,,Adult,13 Years 6 Months,Domestic Short Hair (short coat),,,,,,True,True,False,True,True,,,,,2,0,2017-05-31 00:00:00+00:00,2016-11-26 00:00:00+00:00,186.0
43395,10827306,Male,,Medium,Adult,,Domestic Short Hair (short coat),buff with white,,,,,,,,,,,,,,0,0,2016-12-01 00:00:00+00:00,2016-11-19 00:00:00+00:00,12.0
43396,10827310,Male,,Medium,Adult,,Domestic Short Hair (short coat),,,,,,,,,,,,,,,2,0,2016-12-30 00:00:00+00:00,2016-11-19 00:00:00+00:00,41.0
43397,10827315,Female,,Medium,Adult,,Domestic Medium Hair (medium coat),,,,,,,,,,,,,,,1,0,2016-12-22 00:00:00+00:00,2016-11-19 00:00:00+00:00,33.0
43398,10827325,Female,,Medium,Adult,,Domestic Short Hair (short coat),Black & tan tabby,,,,,,,,,,,,,,0,0,2016-12-09 00:00:00+00:00,2016-11-19 00:00:00+00:00,20.0
43400,10827331,Female,,Medium,Young,,Domestic Short Hair (short coat),,,,,,,,,,,,,,,1,0,2017-03-15 00:00:00+00:00,2016-11-19 00:00:00+00:00,116.0
43404,10827450,Female,,Medium,Adult,,Domestic Short Hair (short coat),brown tabby with white,,,,,,,,,,,,,,1,0,2017-01-14 00:00:00+00:00,2016-11-23 00:00:00+00:00,52.0
43405,10827474,Female,,Medium,Young,,Domestic Medium Hair (medium coat),,,,,,,,,,,,,,,0,0,2016-12-03 00:00:00+00:00,2016-11-22 00:00:00+00:00,11.0
43407,10827479,Female,,Medium,Young,,Domestic Long Hair (long coat),,,,,,,,,,,,,,,0,0,2016-12-02 00:00:00+00:00,2016-11-22 00:00:00+00:00,10.0
43408,10827481,Male,,Medium,Adult,,Domestic Medium Hair (medium coat),white with buff,,,,,,,,,,,,,,1,0,2016-12-30 00:00:00+00:00,2016-11-22 00:00:00+00:00,38.0
43409,10827483,Male,,,Baby,6 Years 3 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,,,,,,4,0,2016-12-24 00:00:00+00:00,2016-11-26 00:00:00+00:00,28.0
43410,10827484,Female,,Medium,Adult,,Domestic Short Hair (short coat),white with buff,,,,,,,,,,,,,,0,0,2016-12-03 00:00:00+00:00,2016-11-22 00:00:00+00:00,11.0
43411,10827496,Female,,,Baby,6 Years 3 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,True,,,,,1,0,2016-12-24 00:00:00+00:00,2016-11-26 00:00:00+00:00,28.0
